index,data,is_discord
11018,4.76,N
11019,4.77,N
11020,4.78,N
11021,4.77,N
11022,4.78,N
11023,4.79,N
11024,4.81,N
11025,4.83,N
11026,4.84,N
11027,4.83,N
11028,4.79,N
11029,4.79,N
11030,4.79,N
11031,4.81,N
11032,4.83,N
11033,4.82,N
11034,4.8,N
11035,4.81,N
11036,4.81,N
11037,4.83,N
11038,4.84,N
11039,4.83,N
11040,4.82,N
11041,4.83,N
11042,4.82,N
11043,4.83,N
11044,4.84,N
11045,4.84,N
11046,4.83,N
11047,4.83,N
11048,4.83,N
11049,4.86,N
11050,4.87,N
11051,4.87,N
11052,4.85,N
11053,4.87,N
11054,4.89,N
11055,4.9,N
11056,4.88,N
11057,4.88,N
11058,4.86,N
11059,4.86,N
11060,4.86,N
11061,4.87,N
11062,4.86,N
11063,4.85,N
11064,4.84,N
11065,4.85,N
11066,4.87,N
11067,4.9,N
11068,4.91,N
11069,4.89,N
11070,4.88,N
11071,4.87,N
11072,4.89,N
11073,4.92,N
11074,4.94,N
11075,4.94,N
11076,4.91,N
11077,4.9,N
11078,4.88,N
11079,4.9,N
11080,4.9,N
11081,4.91,N
11082,4.89,N
11083,4.88,N
11084,4.85,N
11085,4.88,N
11086,4.88,N
11087,4.89,N
11088,4.91,N
11089,4.93,N
11090,4.92,N
11091,4.92,N
11092,4.92,N
11093,4.92,N
11094,4.91,N
11095,4.91,N
11096,4.9,N
11097,4.91,N
11098,4.91,N
11099,4.92,N
11100,4.91,N
11101,4.91,N
11102,4.91,N
11103,4.9,N
11104,4.9,N
11105,4.91,N
11106,4.88,N
11107,4.89,N
11108,4.87,N
11109,4.88,N
11110,4.91,N
11111,4.93,N
11112,4.91,N
11113,4.9,N
11114,4.89,N
11115,4.9,N
11116,4.91,N
11117,4.91,N
11118,4.92,N
11119,4.93,N
11120,4.93,N
11121,4.93,N
11122,4.92,N
11123,4.91,N
11124,4.91,N
11125,4.91,N
11126,4.91,N
11127,4.93,N
11128,4.93,N
11129,4.93,N
11130,4.92,N
11131,4.91,N
11132,4.91,N
11133,4.92,N
11134,4.92,N
11135,4.92,N
11136,4.94,N
11137,4.95,N
11138,4.95,N
11139,4.92,N
11140,4.94,N
11141,4.94,N
11142,4.92,N
11143,4.93,N
11144,4.92,N
11145,4.93,N
11146,4.95,N
11147,4.95,N
11148,4.94,N
11149,4.93,N
11150,4.93,N
11151,4.95,N
11152,4.95,N
11153,4.94,N
11154,4.93,N
11155,4.93,N
11156,4.93,N
11157,4.95,N
11158,4.94,N
11159,4.93,N
11160,4.91,N
11161,4.91,N
11162,4.89,N
11163,4.92,N
11164,4.95,N
11165,4.96,N
11166,4.95,N
11167,4.93,N
11168,4.93,N
11169,4.94,N
11170,4.95,N
11171,4.94,N
11172,4.92,N
11173,4.91,N
11174,4.91,N
11175,4.93,N
11176,4.94,N
11177,4.92,N
11178,4.92,N
11179,4.92,N
11180,4.92,N
11181,4.94,N
11182,4.95,N
11183,4.94,N
11184,4.92,N
11185,4.92,N
11186,4.92,N
11187,4.92,N
11188,4.91,N
11189,4.92,N
11190,4.93,N
11191,4.94,N
11192,4.96,N
11193,4.98,N
11194,4.97,N
11195,4.96,N
11196,4.95,N
11197,4.94,N
11198,4.92,N
11199,4.91,N
11200,4.94,N
11201,4.95,N
11202,4.95,N
11203,4.94,N
11204,4.92,N
11205,4.92,N
11206,4.93,N
11207,4.93,N
11208,4.95,N
11209,4.93,N
11210,4.91,N
11211,4.93,N
11212,4.93,N
11213,4.94,N
11214,4.94,N
11215,4.94,N
11216,4.93,N
11217,4.94,N
11218,4.97,N
11219,4.96,N
11220,4.96,N
11221,4.92,N
11222,4.92,N
11223,4.91,N
11224,4.93,N
11225,4.94,N
11226,4.94,N
11227,4.94,N
11228,4.93,N
11229,4.94,N
11230,4.95,N
11231,4.95,N
11232,4.94,N
11233,4.92,N
11234,4.9,N
11235,4.93,N
11236,4.94,N
11237,4.95,N
11238,4.94,N
11239,4.93,N
11240,4.93,N
11241,4.92,N
11242,4.93,N
11243,4.93,N
11244,4.94,N
11245,4.92,N
11246,4.9,N
11247,4.92,N
11248,4.95,N
11249,4.95,N
11250,4.95,N
11251,4.94,N
11252,4.93,N
11253,4.94,N
11254,4.95,N
11255,4.95,N
11256,4.93,N
11257,4.93,N
11258,4.94,N
11259,4.96,N
11260,4.96,N
11261,4.96,N
11262,4.95,N
11263,4.95,N
11264,4.94,N
11265,4.95,N
11266,4.94,N
11267,4.93,N
11268,4.91,N
11269,4.91,N
11270,4.91,N
11271,4.91,N
11272,4.92,N
11273,4.92,N
11274,4.93,N
11275,4.94,N
11276,4.94,N
11277,4.93,N
11278,4.91,N
11279,4.91,N
11280,4.91,N
11281,4.92,N
11282,4.94,N
11283,4.94,N
11284,4.95,N
11285,4.95,N
11286,4.95,N
11287,4.94,N
11288,4.93,N
11289,4.92,N
11290,4.94,N
11291,4.95,N
11292,4.93,N
11293,4.92,N
11294,4.91,N
11295,4.93,N
11296,4.94,N
11297,4.94,N
11298,4.92,N
11299,4.92,N
11300,4.92,N
11301,4.92,N
11302,4.94,N
11303,4.93,N
11304,4.92,N
11305,4.92,N
11306,4.91,N
11307,4.93,N
11308,4.92,N
11309,4.93,N
11310,4.93,N
11311,4.9,N
11312,4.9,N
11313,4.9,N
11314,4.92,N
11315,4.94,N
11316,4.92,N
11317,4.92,N
11318,4.92,N
11319,4.92,N
11320,4.94,N
11321,4.93,N
11322,4.91,N
11323,4.9,N
11324,4.91,N
11325,4.92,N
11326,4.93,N
11327,4.94,N
11328,4.94,N
11329,4.93,N
11330,4.9,N
11331,4.9,N
11332,4.93,N
11333,4.93,N
11334,4.94,N
11335,4.92,N
11336,4.91,N
11337,4.92,N
11338,4.93,N
11339,4.93,N
11340,4.92,N
11341,4.92,N
11342,4.91,N
11343,4.91,N
11344,4.94,N
11345,4.94,N
11346,4.95,N
11347,4.94,N
11348,4.92,N
11349,4.93,N
11350,4.94,N
11351,4.95,N
11352,4.94,N
11353,4.92,N
11354,4.93,N
11355,4.96,N
11356,4.98,N
11357,4.98,N
11358,4.97,N
11359,4.97,N
11360,4.98,N
11361,5,N
11362,5.01,N
11363,5.01,N
11364,5.02,N
11365,5.07,N
11366,5.07,N
11367,5.1,N
11368,5.11,N
11369,5.13,N
11370,5.13,N
11371,5.12,N
11372,5.13,N
11373,5.12,N
11374,5.13,N
11375,5.13,N
11376,5.14,N
11377,5.13,N
11378,5.15,N
11379,5.17,N
11380,5.18,N
11381,5.14,N
11382,5.08,N
11383,5.01,N
11384,4.98,N
11385,4.99,N
11386,4.98,N
11387,4.92,N
11388,4.88,N
11389,4.87,N
11390,4.87,N
11391,4.9,N
11392,4.89,N
11393,4.87,N
11394,4.86,N
11395,4.85,N
11396,4.88,N
11397,4.91,N
11398,4.91,N
11399,4.9,N
11400,4.87,N
11401,4.86,N
11402,4.88,N
11403,4.89,N
11404,4.89,N
11405,4.86,N
11406,4.86,N
11407,4.85,N
11408,4.86,N
11409,4.88,N
11410,4.9,N
11411,4.91,N
11412,4.89,N
11413,4.89,N
11414,4.89,N
11415,4.91,N
11416,4.9,N
11417,4.88,N
11418,4.87,N
11419,4.88,N
11420,4.88,N
11421,4.88,N
11422,4.9,N
11423,4.89,N
11424,4.89,N
11425,4.9,N
11426,4.89,N
11427,4.89,N
11428,4.87,N
11429,4.89,N
11430,4.93,N
11431,4.95,N
11432,4.93,N
11433,4.93,N
11434,4.97,N
11435,5,N
11436,4.97,N
11437,4.88,N
11438,4.78,N
11439,4.73,N
11440,4.72,N
11441,4.7,N
11442,4.68,N
11443,4.63,N
11444,4.55,N
11445,4.53,N
11446,4.54,N
11447,4.5,N
11448,4.47,N
11449,4.44,N
11450,4.39,N
11451,4.35,N
11452,4.31,N
11453,4.31,N
11454,4.3,N
11455,4.33,N
11456,4.35,N
11457,4.41,N
11458,4.44,N
11459,4.48,N
11460,4.54,N
11461,4.6,N
11462,4.66,N
11463,4.73,N
11464,4.8,N
11465,4.86,N
11466,4.89,N
11467,4.91,N
11468,4.92,N
11469,4.94,N
11470,4.96,N
11471,4.96,N
11472,4.96,N
11473,4.94,N
11474,4.95,N
11475,4.96,N
11476,4.97,N
11477,4.98,N
11478,4.98,N
11479,4.98,N
11480,4.97,N
11481,4.97,N
11482,4.98,N
11483,4.98,N
11484,4.98,N
11485,5,N
11486,4.99,N
11487,5.01,N
11488,5.02,N
11489,5.02,N
11490,5,N
11491,4.97,N
11492,4.96,N
11493,5,N
11494,5,N
11495,4.98,N
11496,4.97,N
11497,4.99,N
11498,4.99,N
11499,4.98,N
11500,4.99,N
11501,5,N
11502,5.02,N
11503,5.02,N
11504,5.01,N
11505,5.01,N
11506,5.01,N
11507,5.01,N
11508,5.02,N
11509,5.01,N
11510,5.01,N
11511,5.01,N
11512,5.03,N
11513,5.03,N
11514,5.05,N
11515,5.04,N
11516,5.04,N
11517,5.04,N
11518,5.05,N
11519,5.05,N
11520,5.03,N
11521,5.03,N
11522,5.03,N
11523,5.03,N
11524,5.05,N
11525,5.04,N
11526,5.05,N
11527,5.04,N
11528,5.04,N
11529,5.04,N
11530,5.05,N
11531,5.06,N
11532,5.06,N
11533,5.04,N
11534,5.02,N
11535,5.03,N
11536,5.05,N
11537,5.06,N
11538,5.07,N
11539,5.07,N
11540,5.06,N
11541,5.07,N
11542,5.07,N
11543,5.07,N
11544,5.06,N
11545,5.04,N
11546,5.03,N
11547,5.02,N
11548,5.01,N
11549,5.03,N
11550,5.03,N
11551,5.01,N
11552,5,N
11553,5.02,N
11554,5.06,N
11555,5.06,N
11556,5.03,N
11557,5,N
11558,4.99,N
11559,5.01,N
11560,5.03,N
11561,5.02,N
11562,4.98,N
11563,4.96,N
11564,4.97,N
11565,5,N
11566,5.02,N
11567,5,N
11568,4.98,N
11569,4.96,N
11570,4.95,N
11571,4.97,N
11572,4.99,N
11573,5.01,N
11574,4.99,N
11575,4.99,N
11576,4.96,N
11577,4.96,N
11578,4.97,N
11579,4.98,N
11580,4.96,N
11581,4.95,N
11582,4.94,N
11583,4.95,N
11584,4.99,N
11585,4.99,N
11586,4.98,N
11587,4.96,N
11588,4.94,N
11589,4.93,N
11590,4.94,N
11591,4.95,N
11592,4.96,N
11593,4.98,N
11594,4.97,N
11595,4.96,N
11596,4.97,N
11597,4.95,N
11598,4.92,N
11599,4.92,N
11600,4.94,N
11601,4.99,N
11602,5,N
11603,4.99,N
11604,4.97,N
11605,4.97,N
11606,4.96,N
11607,4.95,N
11608,4.95,N
11609,4.95,N
11610,4.94,N
11611,4.93,N
11612,4.92,N
11613,4.94,N
11614,4.93,N
11615,4.93,N
11616,4.91,N
11617,4.93,N
11618,4.92,N
11619,4.93,N
11620,4.92,N
11621,4.92,N
11622,4.92,N
11623,4.93,N
11624,4.91,N
11625,4.91,N
11626,4.91,N
11627,4.91,N
11628,4.91,N
11629,4.9,N
11630,4.89,N
11631,4.89,N
11632,4.9,N
11633,4.89,N
11634,4.88,N
11635,4.86,N
11636,4.87,N
11637,4.87,N
11638,4.88,N
11639,4.87,N
11640,4.86,N
11641,4.85,N
11642,4.86,N
11643,4.86,N
11644,4.87,N
11645,4.88,N
11646,4.89,N
11647,4.89,N
11648,4.86,N
11649,4.88,N
11650,4.88,N
11651,4.9,N
11652,4.91,N
11653,4.88,N
11654,4.88,N
11655,4.87,N
11656,4.89,N
11657,4.9,N
11658,4.9,N
11659,4.9,N
11660,4.9,N
11661,4.93,N
11662,4.93,N
11663,4.92,N
11664,4.9,N
11665,4.88,N
11666,4.86,N
11667,4.89,N
11668,4.89,N
11669,4.9,N
11670,4.9,N
11671,4.89,N
11672,4.91,N
11673,4.91,N
11674,4.94,N
11675,4.93,N
11676,4.93,N
11677,4.92,N
11678,4.92,N
11679,4.92,N
11680,4.94,N
11681,4.94,N
11682,4.93,N
11683,4.93,N
11684,4.91,N
11685,4.93,N
11686,4.93,N
11687,4.94,N
11688,4.93,N
11689,4.91,N
11690,4.91,N
11691,4.91,N
11692,4.94,N
11693,4.97,N
11694,4.98,N
11695,4.96,N
11696,4.94,N
11697,4.94,N
11698,4.95,N
11699,4.94,N
11700,4.93,N
11701,4.91,N
11702,4.92,N
11703,4.94,N
11704,4.96,N
11705,4.96,N
11706,4.94,N
11707,4.92,N
11708,4.91,N
11709,4.91,N
11710,4.93,N
11711,4.92,N
11712,4.94,N
11713,4.93,N
11714,4.95,N
11715,4.96,N
11716,4.96,N
11717,4.94,N
11718,4.93,N
11719,4.93,N
11720,4.94,N
11721,4.96,N
11722,4.99,N
11723,4.99,N
11724,4.96,N
11725,4.94,N
11726,4.94,N
11727,4.97,N
11728,5.01,N
11729,5.04,N
11730,5.02,N
11731,5.03,N
11732,5.02,N
11733,5.02,N
11734,5.05,N
11735,5.08,N
11736,5.08,N
11737,5.08,N
11738,5.09,N
11739,5.12,N
11740,5.15,N
11741,5.15,N
11742,5.15,N
11743,5.14,N
11744,5.13,N
11745,5.14,N
11746,5.18,N
11747,5.2,N
11748,5.2,N
11749,5.18,N
11750,5.14,N
11751,5.08,N
11752,5.07,N
11753,5.03,N
11754,4.98,N
11755,4.94,N
11756,4.9,N
11757,4.88,N
11758,4.89,N
11759,4.89,N
11760,4.89,N
11761,4.9,N
11762,4.91,N
11763,4.9,N
11764,4.88,N
11765,4.87,N
11766,4.87,N
11767,4.88,N
11768,4.89,N
11769,4.88,N
11770,4.89,N
11771,4.87,N
11772,4.88,N
11773,4.87,N
11774,4.87,N
11775,4.9,N
11776,4.92,N
11777,4.91,N
11778,4.89,N
11779,4.88,N
11780,4.87,N
11781,4.87,N
11782,4.88,N
11783,4.88,N
11784,4.88,N
11785,4.89,N
11786,4.88,N
11787,4.89,N
11788,4.9,N
11789,4.89,N
11790,4.9,N
11791,4.92,N
11792,4.92,N
11793,4.89,N
11794,4.88,N
11795,4.86,N
11796,4.87,N
11797,4.87,N
11798,4.9,N
11799,4.9,N
11800,4.91,N
11801,4.89,N
11802,4.84,N
11803,4.75,N
11804,4.67,N
11805,4.65,N
11806,4.65,N
11807,4.64,N
11808,4.64,N
11809,4.59,N
11810,4.51,N
11811,4.46,N
11812,4.45,N
11813,4.41,N
11814,4.37,N
11815,4.32,N
11816,4.27,N
11817,4.26,N
11818,4.25,N
11819,4.24,N
11820,4.23,N
11821,4.27,N
11822,4.31,N
11823,4.36,N
11824,4.4,N
11825,4.46,N
11826,4.54,N
11827,4.61,N
11828,4.64,N
11829,4.7,N
11830,4.78,N
11831,4.83,N
11832,4.86,N
11833,4.87,N
11834,4.89,N
11835,4.92,N
11836,4.96,N
11837,4.98,N
11838,4.99,N
11839,4.97,N
11840,4.95,N
11841,4.95,N
11842,4.98,N
11843,4.98,N
11844,4.98,N
11845,4.97,N
11846,4.96,N
11847,4.99,N
11848,4.98,N
11849,4.99,N
11850,4.98,N
11851,5,N
11852,4.99,N
11853,5,N
11854,5,N
11855,4.99,N
11856,4.98,N
11857,4.98,N
11858,4.99,N
11859,5.01,N
11860,5.04,N
11861,5.02,N
11862,5,N
11863,4.99,N
11864,4.99,N
11865,5,N
11866,5.02,N
11867,5.03,N
11868,5.03,N
11869,5.02,N
11870,5,N
11871,5.03,N
11872,5.04,N
11873,5.03,N
11874,5.02,N
11875,5.04,N
11876,5.03,N
11877,5.03,N
11878,5.07,N
11879,5.08,N
11880,5.08,N
11881,5.06,N
11882,5.06,N
11883,5.07,N
11884,5.1,N
11885,5.1,N
11886,5.1,N
11887,5.09,N
11888,5.1,N
11889,5.1,N
11890,5.11,N
11891,5.11,N
11892,5.1,N
11893,5.11,N
11894,5.11,N
11895,5.12,N
11896,5.12,N
11897,5.12,N
11898,5.1,N
11899,5.1,N
11900,5.08,N
11901,5.08,N
11902,5.11,N
11903,5.12,N
11904,5.13,N
11905,5.14,N
11906,5.12,N
11907,5.11,N
11908,5.12,N
11909,5.12,N
11910,5.12,N
11911,5.11,N
11912,5.1,N
11913,5.1,N
11914,5.11,N
11915,5.11,N
11916,5.09,N
11917,5.09,N
11918,5.08,N
11919,5.07,N
11920,5.07,N
11921,5.06,N
11922,5.07,N
11923,5.06,N
11924,5.03,N
11925,5.02,N
11926,5.03,N
11927,5,N
11928,5.01,N
11929,4.99,N
11930,5,N
11931,5,N
11932,5,N
11933,4.99,N
11934,4.97,N
11935,4.96,N
11936,4.96,N
11937,4.97,N
11938,4.98,N
11939,4.98,N
11940,4.98,N
11941,4.97,N
11942,4.96,N
11943,4.97,N
11944,4.98,N
11945,4.98,N
11946,4.96,N
11947,4.95,N
11948,4.95,N
11949,4.95,N
11950,4.98,N
11951,4.98,N
11952,4.97,N
11953,4.95,N
11954,4.93,N
11955,4.93,N
11956,4.95,N
11957,4.97,N
11958,4.96,N
11959,4.96,N
11960,4.94,N
11961,4.95,N
11962,4.95,N
11963,4.94,N
11964,4.95,N
11965,4.95,N
11966,4.93,N
11967,4.93,N
11968,4.93,N
11969,4.95,N
11970,4.95,N
11971,4.95,N
11972,4.93,N
11973,4.93,N
11974,4.94,N
11975,4.94,N
11976,4.93,N
11977,4.93,N
11978,4.93,N
11979,4.92,N
11980,4.92,N
11981,4.91,N
11982,4.9,N
11983,4.9,N
11984,4.88,N
11985,4.9,N
11986,4.93,N
11987,4.92,N
11988,4.93,N
11989,4.93,N
11990,4.92,N
11991,4.91,N
11992,4.9,N
11993,4.9,N
11994,4.89,N
11995,4.87,N
11996,4.86,N
11997,4.88,N
11998,4.9,N
11999,4.92,N
12000,4.91,N
12001,4.88,N
12002,4.88,N
12003,4.89,N
12004,4.91,N
12005,4.91,N
12006,4.9,N
12007,4.88,N
12008,4.87,N
12009,4.87,N
12010,4.89,N
12011,4.89,N
12012,4.88,N
12013,4.89,N
12014,4.89,N
12015,4.88,N
12016,4.89,N
12017,4.91,N
12018,4.9,N
12019,4.9,N
12020,4.9,N
12021,4.9,N
12022,4.88,N
12023,4.87,N
12024,4.88,N
12025,4.89,N
12026,4.89,N
12027,4.88,N
12028,4.88,N
12029,4.9,N
12030,4.91,N
12031,4.91,N
12032,4.89,N
12033,4.91,N
12034,4.92,N
12035,4.92,N
12036,4.9,N
12037,4.88,N
12038,4.86,N
12039,4.86,N
12040,4.89,N
12041,4.89,N
12042,4.91,N
12043,4.92,N
12044,4.91,N
12045,4.93,N
12046,4.93,N
12047,4.94,N
12048,4.94,N
12049,4.92,N
12050,4.89,N
12051,4.89,N
12052,4.91,N
12053,4.91,N
12054,4.91,N
12055,4.91,N
12056,4.9,N
12057,4.91,N
12058,4.91,N
12059,4.91,N
12060,4.9,N
12061,4.88,N
12062,4.88,N
12063,4.92,N
12064,4.96,N
12065,4.97,N
12066,4.96,N
12067,4.93,N
12068,4.92,N
12069,4.92,N
12070,4.94,N
12071,4.95,N
12072,4.95,N
12073,4.95,N
12074,4.95,N
12075,4.96,N
12076,4.96,N
12077,4.96,N
12078,4.96,N
12079,4.97,N
12080,4.96,N
12081,4.98,N
12082,4.99,N
12083,5.01,N
12084,5.02,N
12085,5,N
12086,5.03,N
12087,5.05,N
12088,5.09,N
12089,5.12,N
12090,5.11,N
12091,5.11,N
12092,5.12,N
12093,5.15,N
12094,5.17,N
12095,5.16,N
12096,5.15,N
12097,5.16,N
12098,5.18,N
12099,5.19,N
12100,5.21,N
12101,5.2,N
12102,5.16,N
12103,5.11,N
12104,5.06,N
12105,5.04,N
12106,5.01,N
12107,4.97,N
12108,4.93,N
12109,4.91,N
12110,4.9,N
12111,4.89,N
12112,4.91,N
12113,4.91,N
12114,4.92,N
12115,4.91,N
12116,4.91,N
12117,4.91,N
12118,4.93,N
12119,4.92,N
12120,4.91,N
12121,4.91,N
12122,4.89,N
12123,4.9,N
12124,4.91,N
12125,4.92,N
12126,4.91,N
12127,4.89,N
12128,4.9,N
12129,4.9,N
12130,4.93,N
12131,4.9,N
12132,4.9,N
12133,4.91,N
12134,4.91,N
12135,4.9,N
12136,4.91,N
12137,4.91,N
12138,4.92,N
12139,4.9,N
12140,4.9,N
12141,4.92,N
12142,4.92,N
12143,4.93,N
12144,4.94,N
12145,4.94,N
12146,4.93,N
12147,4.92,N
12148,4.91,N
12149,4.9,N
12150,4.9,N
12151,4.92,N
12152,4.96,N
12153,4.98,N
12154,4.97,N
12155,4.94,N
12156,4.91,N
12157,4.84,N
12158,4.76,N
12159,4.73,N
12160,4.73,N
12161,4.7,N
12162,4.69,N
12163,4.69,N
12164,4.63,N
12165,4.57,N
12166,4.56,N
12167,4.55,N
12168,4.53,N
12169,4.48,N
12170,4.41,N
12171,4.36,N
12172,4.33,N
12173,4.32,N
12174,4.28,N
12175,4.28,N
12176,4.32,N
12177,4.37,N
12178,4.42,N
12179,4.47,N
12180,4.52,N
12181,4.59,N
12182,4.65,N
12183,4.71,N
12184,4.77,N
12185,4.81,N
12186,4.84,N
12187,4.87,N
12188,4.91,N
12189,4.94,N
12190,4.97,N
12191,4.98,N
12192,4.96,N
12193,4.93,N
12194,4.94,N
12195,4.97,N
12196,5.04,N
12197,5.06,N
12198,5.07,N
12199,5.06,N
12200,5.03,N
12201,5.03,N
12202,5.03,N
12203,5.02,N
12204,5.03,N
12205,5.02,N
12206,5.02,N
12207,5.03,N
12208,5.04,N
12209,5.03,N
12210,5.02,N
12211,5,N
12212,5,N
12213,5.04,N
12214,5.07,N
12215,5.08,N
12216,5.07,N
12217,5.05,N
12218,5.04,N
12219,5.05,N
12220,5.05,N
12221,5.06,N
12222,5.07,N
12223,5.06,N
12224,5.06,N
12225,5.07,N
12226,5.08,N
12227,5.06,N
12228,5.06,N
12229,5.05,N
12230,5.06,N
12231,5.07,N
12232,5.09,N
12233,5.09,N
12234,5.07,N
12235,5.08,N
12236,5.09,N
12237,5.11,N
12238,5.12,N
12239,5.11,N
12240,5.1,N
12241,5.1,N
12242,5.11,N
12243,5.13,N
12244,5.14,N
12245,5.12,N
12246,5.11,N
12247,5.12,N
12248,5.12,N
12249,5.13,N
12250,5.16,N
12251,5.14,N
12252,5.13,N
12253,5.12,N
12254,5.15,N
12255,5.16,N
12256,5.14,N
12257,5.14,N
12258,5.14,N
12259,5.13,N
12260,5.12,N
12261,5.14,N
12262,5.15,N
12263,5.16,N
12264,5.14,N
12265,5.13,N
12266,5.12,N
12267,5.13,N
12268,5.14,N
12269,5.13,N
12270,5.12,N
12271,5.11,N
12272,5.09,N
12273,5.1,N
12274,5.1,N
12275,5.09,N
12276,5.07,N
12277,5.05,N
12278,5.06,N
12279,5.07,N
12280,5.08,N
12281,5.08,N
12282,5.05,N
12283,5.03,N
12284,5.03,N
12285,5.03,N
12286,5.04,N
12287,5.03,N
12288,5.03,N
12289,5.01,N
12290,5.01,N
12291,5.02,N
12292,5.04,N
12293,5.04,N
12294,5.03,N
12295,5.01,N
12296,5,N
12297,5.01,N
12298,5.01,N
12299,5.01,N
12300,5,N
12301,4.99,N
12302,5,N
12303,5,N
12304,5,N
12305,5,N
12306,5,N
12307,5,N
12308,5,N
12309,5.01,N
12310,5.01,N
12311,5.01,N
12312,5,N
12313,4.99,N
12314,4.98,N
12315,4.99,N
12316,5.01,N
12317,5.01,N
12318,4.98,N
12319,4.98,N
12320,4.98,N
12321,4.98,N
12322,4.99,N
12323,4.97,N
12324,4.98,N
12325,4.97,N
12326,4.98,N
12327,4.99,N
12328,4.97,N
12329,4.96,N
12330,4.95,N
12331,4.95,N
12332,4.94,N
12333,4.94,N
12334,4.95,N
12335,4.97,N
12336,4.96,N
12337,4.97,N
12338,4.96,N
12339,4.95,N
12340,4.94,N
12341,4.93,N
12342,4.92,N
12343,4.9,N
12344,4.89,N
12345,4.92,N
12346,4.94,N
12347,4.93,N
12348,4.89,N
12349,4.88,N
12350,4.88,N
12351,4.9,N
12352,4.93,N
12353,4.92,N
12354,4.93,N
12355,4.92,N
12356,4.92,N
12357,4.93,N
12358,4.93,N
12359,4.91,N
12360,4.9,N
12361,4.89,N
12362,4.88,N
12363,4.89,N
12364,4.9,N
12365,4.93,N
12366,4.95,N
12367,4.94,N
12368,4.93,N
12369,4.92,N
12370,4.93,N
12371,4.91,N
12372,4.91,N
12373,4.92,N
12374,4.92,N
12375,4.94,N
12376,4.94,N
12377,4.93,N
12378,4.91,N
12379,4.91,N
12380,4.93,N
12381,4.94,N
12382,4.95,N
12383,4.94,N
12384,4.92,N
12385,4.91,N
12386,4.92,N
12387,4.93,N
12388,4.95,N
12389,4.94,N
12390,4.93,N
12391,4.91,N
12392,4.9,N
12393,4.92,N
12394,4.93,N
12395,4.94,N
12396,4.97,N
12397,4.97,N
12398,4.96,N
12399,4.97,N
12400,4.95,N
12401,4.96,N
12402,4.96,N
12403,4.95,N
12404,4.95,N
12405,4.96,N
12406,4.99,N
12407,4.98,N
12408,4.96,N
12409,4.95,N
12410,4.93,N
12411,4.95,N
12412,4.96,N
12413,4.95,N
12414,4.94,N
12415,4.96,N
12416,4.96,N
12417,4.99,N
12418,5,N
12419,5,N
12420,5.01,N
12421,5.01,N
12422,5,N
12423,5.01,N
12424,5.04,N
12425,5.05,N
12426,5.08,N
12427,5.08,N
12428,5.1,N
12429,5.11,N
12430,5.13,N
12431,5.15,N
12432,5.16,N
12433,5.15,N
12434,5.13,N
12435,5.15,N
12436,5.19,N
12437,5.2,N
12438,5.2,N
12439,5.18,N
12440,5.15,N
12441,5.13,N
12442,5.1,N
12443,5.05,N
12444,5.01,N
12445,4.96,N
12446,4.92,N
12447,4.89,N
12448,4.89,N
12449,4.89,N
12450,4.9,N
12451,4.89,N
12452,4.89,N
12453,4.9,N
12454,4.91,N
12455,4.9,N
12456,4.89,N
12457,4.88,N
12458,4.88,N
12459,4.89,N
12460,4.89,N
12461,4.88,N
12462,4.86,N
12463,4.86,N
12464,4.87,N
12465,4.89,N
12466,4.9,N
12467,4.89,N
12468,4.87,N
12469,4.87,N
12470,4.89,N
12471,4.91,N
12472,4.91,N
12473,4.91,N
12474,4.9,N
12475,4.89,N
12476,4.89,N
12477,4.88,N
12478,4.9,N
12479,4.9,N
12480,4.9,N
12481,4.9,N
12482,4.87,N
12483,4.87,N
12484,4.84,N
12485,4.83,N
12486,4.83,N
12487,4.84,N
12488,4.87,N
12489,4.89,N
12490,4.91,N
12491,4.9,N
12492,4.87,N
12493,4.79,N
12494,4.69,N
12495,4.67,N
12496,4.66,N
12497,4.64,N
12498,4.64,N
12499,4.61,N
12500,4.56,N
12501,4.51,N
12502,4.49,N
12503,4.43,N
12504,4.41,N
12505,4.35,N
12506,4.31,N
12507,4.28,N
12508,4.27,N
12509,4.25,N
12510,4.23,N
12511,4.25,N
12512,4.31,N
12513,4.35,N
12514,4.37,N
12515,4.4,N
12516,4.47,N
12517,4.56,N
12518,4.63,N
12519,4.7,N
12520,4.73,N
12521,4.76,N
12522,4.79,N
12523,4.83,N
12524,4.86,N
12525,4.89,N
12526,4.9,N
12527,4.9,N
12528,4.9,N
12529,4.9,N
12530,4.91,N
12531,4.92,N
12532,4.96,N
12533,4.98,N
12534,4.98,N
12535,4.97,N
12536,4.93,N
12537,4.94,N
12538,4.95,N
12539,4.97,N
12540,4.96,N
12541,4.97,N
12542,4.97,N
12543,4.97,N
12544,4.96,N
12545,4.96,N
12546,4.96,N
12547,4.94,N
12548,4.96,N
12549,4.97,N
12550,4.99,N
12551,4.98,N
12552,4.97,N
12553,4.97,N
12554,4.97,N
12555,4.97,N
12556,4.97,N
12557,4.96,N
12558,4.96,N
12559,4.96,N
12560,4.93,N
12561,4.94,N
12562,4.99,N
12563,5,N
12564,5.01,N
12565,4.99,N
12566,4.98,N
12567,5.02,N
12568,5.05,N
12569,5.05,N
12570,5.02,N
12571,5.01,N
12572,5.01,N
12573,5.04,N
12574,5.04,N
12575,5.03,N
12576,5.03,N
12577,5.03,N
12578,5.05,N
12579,5.06,N
12580,5.07,N
